PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),O3 (µg/m³),Temperature (°C),Humidity (%),Wind Speed (m/s),Wind Direction (°),Pressure (hPa),Precipitation (mm),Visibility (km),AQI,Season,City,Latitude,Longitude,Day of Week,Hour,Month,Year,Weather Condition,Station ID
94.43733659950782,253.53316003729896,57.75923155194011,3.6763717934076205,2.568403676405837,116.38365330258377,4.578448935992045,43.40608201452739,7.861799360135881,266.3388894075642,990.7806538716634,30.034918577008806,18.27002825094864,4,Spring,Shenzhen,36.26812184334398,112.19925058106232,Sunday,2,7,2016,Haze,58
194.1747895640595,165.60502376895855,75.11740343127136,22.24319891175683,1.5288234811020855,178.42855969577374,37.33224995697968,27.446097018489127,9.742233348540367,27.266464519390603,994.6163340629508,47.45427695794551,2.0491261169021873,48,Spring,Shanghai,48.629079983871776,105.23830183770646,Monday,17,11,2017,Cloudy,18
45.03766145475919,24.73252612211087,61.40065712577629,2.309529274611469,2.6296544019942405,156.35483220076273,30.325762308351685,48.36432246197445,1.7497024984176823,258.8316387327883,1009.0128496777178,4.030126382946259,0.8130232083690647,49,Autumn,Beijing,32.155184455494606,127.6483363826531,Sunday,6,7,2017,Fog,35
76.13185664614909,78.790749921206,77.27404646016166,24.302388557852666,1.7329263009550238,81.61193936999527,7.405654016371358,60.58265767399675,8.791379007189441,306.48216314511575,985.2735510971809,29.051923128836588,14.372229518672887,271,Summer,Shanghai,45.40078529808085,119.6157927553337,Monday,17,3,2020,Snow,77
204.12792850538222,62.68068553325633,99.51937161355752,48.842644499649744,2.6878273597681765,70.31427658192978,6.1253761275533165,79.89036359533094,2.3951323397711652,154.21080107423282,1046.8653503079083,14.824943092284837,10.706314441071756,372,Spring,Beijing,40.353740227395505,99.195909627058,Tuesday,3,12,2020,Clear,47
104.71706967366569,83.67454724530006,46.49988422165258,7.4442608117581415,4.548936477260469,194.08828800443706,16.686103252319924,10.771097958688296,5.903046662149399,289.68548610783336,1034.3819204753538,31.140756967530947,14.112509683293524,219,Autumn,Beijing,20.244942764197205,105.52858445057556,Thursday,4,4,2024,Fog,28
55.31843980081372,187.1069161455731,73.00447998583178,29.48647931273231,2.3109930179997535,22.61437177718245,8.834784311413372,87.09408424368542,3.6082887135317296,20.027336431659037,1016.0586592301174,11.65230332397203,0.9213139603552671,86,Autumn,Shenzhen,24.244805503827592,110.00669816575862,Friday,23,3,2019,Clear,21
37.53759095613524,108.60684917820998,95.97782320932217,19.142982737843734,0.7213977653104932,15.83242227371749,4.72215337569795,29.882274684358254,8.992637240568653,344.07406235436804,995.9449701831613,17.942761276234048,11.322675181033246,292,Autumn,Shenzhen,20.11589883475006,101.91456593033854,Wednesday,21,6,2023,Cloudy,3
130.9501252735452,154.54265848418268,13.042880289850089,43.504690105029034,3.7354463628904524,153.30269879084832,31.555380480040355,67.61949146686722,7.639077555990931,233.21930885529983,1005.0899603126111,34.95608875419864,9.412054652349854,208,Spring,Chengdu,48.5110114545888,127.42274549992902,Tuesday,9,9,2021,Snow,23
83.7942463821962,87.95313597051161,12.103386962343338,34.484429578786084,1.9552639351440462,186.09870299374413,-3.625665352730464,83.67539556779434,2.579383109667379,43.541038949904575,991.7600861943131,21.797842393271882,2.110079645976456,139,Autumn,Guangzhou,30.43487262787327,128.01313834209697,Monday,15,10,2017,Haze,25
60.57871620203076,232.97839929526478,78.64999118844396,25.210477438123593,4.982151371910006,123.2883529082353,-6.944591911673511,55.4062042536542,3.2026323551104174,306.86667885206805,1046.755989400724,16.679069339426405,14.242956163059512,69,Winter,Shanghai,24.10527591385987,92.2703451338418,Monday,9,1,2018,Clear,94
187.23478969579338,298.49816595933027,39.89221338690845,29.623075662777747,2.1667316167099004,89.38666205266848,-5.427461024333038,11.734329703660881,4.0770970302143725,2.973958683985529,1030.6518210728536,22.45740265868231,1.3421655473409695,139,Autumn,Chengdu,25.37284879493256,112.82186746893433,Friday,4,8,2021,Snow,39
140.72530260110693,169.787355039788,72.5493076003205,8.207333672998654,1.0586091418357788,77.06325856884936,31.81548665985496,37.450961942669984,1.9076963018568371,254.6319764112427,991.5223778659948,29.07469945222288,2.9040765097312007,210,Winter,Beijing,38.45641335117847,104.0702422591113,Thursday,21,8,2024,Clear,36
160.4409812087023,179.5031574367409,59.78441384350887,45.46490855784042,1.5089133816271232,91.7578839275257,4.251013564990577,64.34458110448583,4.5205049405693165,75.2460677172844,990.9764945105302,24.474197264603337,7.15331344648089,56,Spring,Chengdu,48.273093098316316,109.44260439419068,Friday,15,2,2022,Fog,17
164.42763482585485,284.2457042462714,68.68776215031556,9.287420262350741,0.778130181815708,171.16365850258734,32.71112976472896,78.6792829859249,5.083520277490764,108.86669230368364,1039.7298872808847,17.387627844213082,11.14417102158071,13,Summer,Shanghai,28.095013012670883,106.97246278943412,Thursday,20,8,2022,Snow,96
219.3539940376757,222.3234639483168,92.46544423671773,44.96447263665936,2.9893060735839447,194.41496256123241,21.187473755599378,53.86173004855455,8.338029543313022,318.5328921704161,1047.4820605261937,16.992396810726802,10.818931427214475,323,Summer,Chengdu,43.59028410981889,98.31149456022476,Thursday,20,5,2015,Fog,12
10.69616059353165,39.40547562555332,24.18705625349291,40.9948430283523,1.918514883367309,16.578172824681836,5.9779468815852255,12.403412862260843,9.843044363502045,177.66957053707765,1047.217203956504,35.00283052729913,2.7836891714431737,274,Summer,Guangzhou,24.332088590878982,123.17142660156368,Saturday,6,5,2021,Haze,94
97.3786217964982,38.914586216698254,88.55655858177413,42.78025702037062,3.3635478438614217,155.8876331014384,31.848306361035128,60.103733946826445,5.878646613164627,345.51587469187916,983.2365750882717,9.418913067541245,12.92385151892436,17,Autumn,Beijing,21.012827827002692,117.78579625997584,Wednesday,7,6,2024,Fog,3
116.83456477165451,258.7203559450967,56.37175480182878,45.17318363933433,1.013775276718956,92.63579640533122,-8.273460563494847,53.191946909266306,2.836324856778684,238.7587955456205,1048.0100637979788,36.01671632329915,5.55717160133862,206,Summer,Chengdu,34.72759393375662,98.74746841489377,Thursday,1,10,2023,Fog,91
227.24072653687776,89.41443113477655,71.52294359260517,11.402984533059607,0.7046917010422414,22.00575024647292,22.595369743256228,66.09789520077106,8.928631537905874,14.77888405143483,1048.1012579645605,8.554426860131404,16.99444937291302,214,Winter,Chengdu,28.696484829769613,120.17655989051596,Sunday,17,12,2018,Rain,28
205.86197831319862,262.82187252027506,36.29512275999777,46.104448789825575,3.853710282666521,92.7449612119247,24.07184424705561,96.63851153010512,6.75691634191974,323.3438055356724,1047.3111442072654,7.731536460274235,5.640487076594408,117,Summer,Chengdu,38.110244917529656,129.98928438486476,Thursday,19,7,2017,Cloudy,32
190.40995388137725,195.61497386426777,74.29176283333386,35.702041891145186,1.255819330711594,42.834680414957354,8.961074145523842,55.99142819075848,0.09960759188523571,247.12294353078167,980.1399198867957,3.607058080818748,9.619741413181805,282,Summer,Shenzhen,45.062743903057836,95.43307925372804,Monday,22,12,2022,Fog,92
